CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AveMonthSpend
11083,,Alyssa,F,Cox,,867 La Orinda Place,,Lincoln Acres,California,United States,91950,561-555-0140,3/15/1966,Graduate Degree,Management,F,M,1,3,1,1,163913,68
16393,,Xavier,,Edwards,,"48, rue Montcalm",,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0141,7/13/1968,Graduate Degree,Clerical,M,M,1,0,0,0,66814,76
11275,,Jenny,D,Rai,,1440 Willow Pass Dr.,,Colma,California,United States,94014,780-555-0119,1/18/1934,Graduate Degree,Management,F,M,1,2,0,4,112925,48
12968,,Paige,C,Butler,,6736 Redbird Lane,,W. Linn,Oregon,United States,97068,458-555-0135,12/19/1961,Partial College,Skilled Manual,F,M,1,1,0,1,74674,52
20449,,Rachel,,Walker,,2036 Bellwood Court,,Burlingame,California,United States,94010,395-555-0116,4/7/1976,Partial College,Professional,F,S,0,2,0,0,74131,46
26997,,Katie,F,Becker,,Husemann Straße 2464,,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0140,7/23/1972,Partial College,Clerical,F,M,1,0,2,2,46310,61
14181,,Adriana,,Chandra,,Hüttenstr 9005,,Frankfurt,Hessen,Germany,60323,1 (11) 500 555-0119,12/2/1946,Bachelors ,Management,F,M,1,0,4,4,111605,87
25470,,Darren,,Ramos,,381 Marina Village Pkwy.,,Leeds,England,United Kingdom,LE18,1 (11) 500 555-0121,3/17/1965,High School,Manual,M,M,1,1,2,2,20897,93
25873,,Isaiah,,Sanders,,8879 Alray Dr.,,Langley,British Columbia,Canada,V3A 4R2,550-555-0179,5/14/1947,Bachelors ,Management,M,S,1,1,1,2,98394,76
25139,Mr.,Carlos,M.,Short,Jr.,6853 Hacienda,,Brisbane,Queensland,Australia,4000,187-555-0100,8/25/1964,Bachelors ,Professional,M,M,0,2,3,3,109537,127
12009,,Ann,,Martinez,,8794 Seagull Court,,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0189,8/3/1957,Partial College,Skilled Manual,F,S,1,1,0,1,98011,48
23723,,Jose,,Phillips,,3859 Zand,,Lincoln Acres,California,United States,91950,822-555-0125,6/9/1949,Partial College,Professional,M,M,1,1,1,2,89261,90
16113,,Roger,,Lal,,3478 Glenwood Dr,,Burlingame,California,United States,94010,300-555-0158,2/13/1963,Bachelors ,Professional,M,S,0,2,2,4,102493,103
21194,,Tara,,Nara,,5518 Baldwin Dr.,,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0153,6/24/1962,Bachelors ,Professional,F,M,1,1,0,1,81632,50
23341,,Kelvin,,Chen,,329 Poplar Street,,Bremerton,Washington,United States,98312,967-555-0139,7/8/1973,Partial College,Professional,M,S,0,2,0,0,88817,72
28315,,Stacy,,Alonso,,4575 Sandiago Drive,,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0169,10/5/1962,Bachelors ,Professional,F,S,0,1,0,1,95790,54
16128,,Destiny,,Ward,,3935 Hawkins Street,,Langford,British Columbia,Canada,V9,141-555-0193,6/24/1961,Partial College,Skilled Manual,F,M,1,1,0,1,79113,56
18710,,Ricardo,,Xie,,1454 Colton Ln,,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0172,8/21/1969,Graduate Degree,Management,M,M,1,0,0,1,185688,91
20382,,Jack,M,Hernandez,,2107 Ameno Road,,Lakewood,California,United States,90712,186-555-0175,9/24/1938,Graduate Degree,Management,M,M,1,2,0,5,98852,77
21292,,Austin,,Martinez,,1858 Liscome Way,,W. Linn,Oregon,United States,97068,343-555-0117,5/9/1962,Partial College,Professional,M,M,1,4,2,2,115075,119
24872,,Alisha,J,Raje,,"99, rue Saint Denis",,Paris,Seine (Paris),France,75019,1 (11) 500 555-0133,10/3/1950,High School,Management,F,S,1,3,1,4,102688,60
20724,,Ebony,,Vance,,2590 Concord,,London,England,United Kingdom,SW19 3RU,1 (11) 500 555-0140,1/8/1971,Partial High School,Manual,F,S,1,2,0,0,25105,34
25889,,Reginald,C,Munoz,,9622 Precipice Court,,Burbank,California,United States,91502,808-555-0181,5/26/1950,Partial College,Professional,M,M,0,1,1,2,85863,92
14797,,Steve,J,Gao,,Husemann Straße 4444,,Mühlheim,Hamburg,Germany,63151,1 (11) 500 555-0162,1/8/1965,Partial High School,Manual,M,S,1,2,3,4,14179,83
17085,,Edwin,A,Deng,,3801 Roundhouse Place,,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0156,4/8/1974,Bachelors ,Skilled Manual,M,M,1,0,1,1,49204,82
20250,,Charles,M,Garcia,,369 Peabody Road,,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0167,6/26/1960,Partial College,Skilled Manual,M,M,1,1,0,1,90710,82
21726,,Morgan,,Hall,,4387 Treat Blvd,,Shawnee,British Columbia,Canada,V8Z 4N5,417-555-0179,8/22/1973,Graduate Degree,Skilled Manual,F,S,0,0,0,0,64109,41
22517,,Luis,R,Adams,,Moritzstr 45,,Hof,Bayern,Germany,95010,1 (11) 500 555-0120,8/16/1979,Partial College,Clerical,M,S,1,1,3,3,63437,100
28906,,Steve,T,Xu,,"1211, rue des Ecoles",,Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0115,9/27/1951,High School,Professional,M,M,1,2,2,4,119371,111
15786,,Marshall,V,Andersen,,9281 Brushcreek Dr,,Geelong,Victoria,Australia,3220,1 (11) 500 555-0162,11/3/1962,Partial College,Skilled Manual,M,M,1,1,0,1,83529,82
18256,,Gilbert,J,Cai,,445 Bishop Drive,,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0127,7/20/1965,Bachelors ,Professional,M,M,1,1,3,3,103752,130
19014,,Jonathan,J,Hernandez,,2966 St. George Dr.,,Metchosin,British Columbia,Canada,V9,215-555-0172,7/6/1951,High School,Professional,M,M,1,2,1,2,88429,92
22265,,Jeremiah,E,Sanchez,,2407 Banyan Way,,Shawnee,British Columbia,Canada,V8Z 4N5,426-555-0142,11/14/1966,Graduate Degree,Professional,M,M,0,0,0,0,112366,86
24257,Mr.,Alan,,Shen,,9826 Olive Ave.,,Sydney,New South Wales,Australia,1002,484-555-0100,1/12/1948,Partial High School,Clerical,M,M,0,2,1,2,23915,79
13471,,Eric,,Bryant,,3187 Hackamore Lane,,Grossmont,California,United States,91941,946-555-0134,4/2/1960,High School,Professional,M,M,1,4,3,3,153760,133
13534,,Beth,,Navarro,,3287 Trees Dr.,,London,England,United Kingdom,W10 6BL,1 (11) 500 555-0133,7/17/1961,Graduate Degree,Clerical,F,M,1,0,0,3,72863,58
22615,,Misty,,Xu,,Postenweg 2428,,Hannover,Nordrhein-Westfalen,Germany,30601,1 (11) 500 555-0142,4/17/1969,Bachelors ,Clerical,F,S,0,0,0,0,55978,48
22650,,Kristina,J,Suri,,Kapellstr 4961,,Eilenburg,Brandenburg,Germany,4838,1 (11) 500 555-0187,4/20/1966,Bachelors ,Clerical,F,S,0,1,1,1,51227,56
26503,,Jeremiah,I,Townsend,,6920 Merriewood Dr.,,Newton,British Columbia,Canada,V2L3W8,155-555-0150,2/3/1949,Partial High School,Skilled Manual,M,M,1,2,1,2,45850,78
22633,,Claudia,E,Zhao,,Lützowplatz 5928,,Hof,Bayern,Germany,95010,1 (11) 500 555-0141,10/5/1968,Graduate Degree,Clerical,F,S,1,0,0,0,61310,45
21366,,Kelvin,C,Andersen,,5977 C Wharton Way,,Melton,Victoria,Australia,3337,1 (11) 500 555-0118,10/26/1948,Partial High School,Clerical,M,M,1,2,1,2,14399,75
29442,,Damien,M,Yuan,,Hellweg 4644,,Saarbrücken,Saarland,Germany,66001,1 (11) 500 555-0195,9/3/1958,Bachelors ,Manual,M,S,1,0,0,1,27547,60
13736,,Cole,R,Rivera,,9145 Paso Del Rio Way,,Spring Valley,California,United States,91977,846-555-0175,1/24/1956,Partial College,Clerical,M,M,1,1,0,1,50596,74
19142,,Dalton,R,Washington,,4575 Pinehurst Court,,San Gabriel,California,United States,91776,914-555-0114,11/9/1966,Graduate Degree,Professional,M,M,1,0,0,4,110769,86
13413,,Fernando,,Phillips,,1410 N Ranchford Court,,Portland,Oregon,United States,97205,905-555-0115,11/18/1932,Graduate Degree,Management,M,M,1,2,0,2,103657,68
16702,,Patricia,T,Raman,,7008 Buckingham Dr.,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0184,3/16/1962,Partial College,Skilled Manual,F,M,1,1,0,1,73999,51
13354,,Eric,,Campbell,,5486 Woodruff Ln.,,Seattle,Washington,United States,98104,293-555-0189,11/11/1944,Bachelors ,Management,M,M,1,2,0,5,91342,81
12507,,Ian,,Bell,,Karl Liebknecht str 466,,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0118,9/26/1962,Partial College,Clerical,M,M,1,1,0,1,50454,73
12993,,Xavier,K,Henderson,,8604 Dolores Way,,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0125,12/26/1968,Bachelors ,Professional,M,M,1,1,2,2,92227,107
18496,,Vincent,,Zheng,,7199 Santa Fe Dr.,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0193,2/5/1958,Graduate Degree,Management,M,S,1,3,0,0,179653,81
18167,,Raul,D,Chander,,Zeiter Weg 9922,,Frankfurt am Main,Hamburg,Germany,60082,1 (11) 500 555-0177,2/10/1952,High School,Professional,M,M,0,2,1,4,133062,99
22776,,Julia,,Perry,,1246 Glenside Ct.,,La Jolla,California,United States,92806,364-555-0142,5/6/1950,Partial College,Professional,F,M,1,1,2,4,80001,68
11011,,Curtis,,Lu,,1224 Shoenic,,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0117,11/4/1963,Bachelors ,Professional,M,M,1,4,4,4,94029,146
23677,,Charles,M,Lewis,,2973 Cardinal Drive,,Mill Valley,California,United States,94941,116-555-0162,3/13/1940,Bachelors ,Management,M,M,1,2,0,3,106427,77
11490,,Danny,,Rubio,,"5, avenue de la Gare",,Paris La Defense,Hauts de Seine,France,92081,1 (11) 500 555-0122,1/6/1971,Partial High School,Manual,M,S,0,2,0,0,19957,61
18965,,Richard,A,Turner,,3739 Donald Dr,,Downey,California,United States,90241,702-555-0179,10/16/1961,High School,Skilled Manual,M,M,1,3,3,4,54479,118
21212,,Nicolas,D,Lal,,8096 Mt. Washington Way,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0127,11/23/1964,Bachelors ,Professional,M,S,0,1,0,0,108214,74
28509,,Audrey,H,Diaz,,Dunckerstr 8351,,Dresden,Hessen,Germany,1071,1 (11) 500 555-0144,2/19/1959,Bachelors ,Clerical,F,S,1,0,0,0,49051,43
12830,,Russell,,Raje,,"10, rue de la Centenaire",,Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0173,12/24/1964,High School,Manual,M,S,1,0,3,3,30411,94
20476,,Destiny,,Long,,1278 Holly Oak Drive,,San Gabriel,California,United States,91776,524-555-0157,9/6/1965,Graduate Degree,Management,F,S,0,1,2,2,161628,74
15472,,Jennifer,B,Torres,,7688 P St.,,Marysville,Washington,United States,98270,336-555-0135,10/18/1969,Bachelors ,Skilled Manual,F,S,1,0,2,2,38691,54
13368,,Kyle,C,Henderson,,7188 Viewpoint Ct,,Renton,Washington,United States,98055,112-555-0119,12/26/1947,Bachelors ,Management,M,M,0,1,1,4,107566,84
23877,,Katherine,T,Morris,,5679 Attic Lane,Unit A,San Diego,California,United States,92102,515-555-0120,5/21/1966,Graduate Degree,Professional,F,M,0,0,0,0,109185,52
11416,,Katrina,,Becker,,"8205, rue Malar",,Croix,Nord,France,59170,1 (11) 500 555-0153,3/19/1945,Partial High School,Skilled Manual,F,M,1,4,1,3,68671,56
21224,,Jamie,S,Alan,,5492 Hacienda Drive,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0112,3/10/1958,Bachelors ,Professional,M,M,1,1,0,2,133350,90
20139,,Connor,,Wright,,4592 Hill Drive,,Santa Monica,California,United States,90401,528-555-0127,2/8/1979,Bachelors ,Manual,M,M,1,0,0,0,25516,61
19268,,Alyssa,M,Ward,,5312 Riverwood Circle,,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0196,11/11/1978,Partial College,Manual,F,M,0,1,0,0,16652,46
14816,,Katherine,,Lewis,,72 Juliet Court,,Kirkby,England,United Kingdom,KB9,1 (11) 500 555-0116,10/24/1965,Bachelors ,Skilled Manual,F,M,1,0,0,1,47773,48
27631,,Gabriella,,Phillips,,8434 Kenmore,,Oakland,California,United States,94611,133-555-0169,11/5/1963,Bachelors ,Management,F,S,0,4,2,3,138703,69
28497,,Alvin,,Yang,,Roßstr 6642,,Saarbrücken,Saarland,Germany,66001,1 (11) 500 555-0164,9/11/1960,Partial College,Manual,M,S,0,0,1,1,32749,73
22484,,Kristy,,Ruiz,,"1, rue Georges-Clémenceau",,Paris,Seine (Paris),France,75003,1 (11) 500 555-0113,9/27/1965,High School,Manual,F,S,1,0,2,2,17131,47
26292,Mr.,Marty,E.,Simpson,,1937 Sycamore Drive,,Bellingham,Washington,United States,98225,288-555-0100,8/26/1971,Graduate Degree,Skilled Manual,F,M,1,0,1,1,83732,66
29094,,Jessie,,He,,6111 Newcastle Road,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0158,6/26/1952,High School,Skilled Manual,M,M,1,2,0,3,49984,70
28707,,Sharon,M,Raje,,"6, impasse Notre-Dame",,Orly,Val de Marne,France,94310,1 (11) 500 555-0128,4/27/1951,Partial College,Manual,F,S,0,2,0,3,20887,36
15643,,Omar,,Raji,,5121 Mount Hood Circle,,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0134,9/20/1977,High School,Manual,M,S,1,2,0,0,21966,53
22941,,Destiny,C,Bailey,,3507 Limeridge Drive,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0136,12/15/1966,Bachelors ,Professional,F,S,0,1,0,0,110041,57
11863,,Jessica,,Wood,,1439 N. Canyon Road,,Sedro Woolley,Washington,United States,98284,130-555-0137,10/11/1961,Partial College,Skilled Manual,F,M,1,1,0,1,67715,52
19281,,Mallory,A,Carlson,,"54, avenue de Malakoff",,Saint Ouen,Loir et Cher,France,41100,1 (11) 500 555-0120,4/17/1958,Partial College,Manual,F,S,1,1,0,2,22247,40
13006,,Whitney,A,Rana,,2230 May Way,,Geelong,Victoria,Australia,3220,1 (11) 500 555-0156,4/21/1966,Bachelors ,Professional,F,S,0,0,0,0,114117,54
28667,,Devin,T,Williams,,5317 Mission Drive,,Corvallis,Oregon,United States,97330,177-555-0155,12/27/1968,Bachelors ,Skilled Manual,M,S,0,1,2,2,101874,101
25989,,Jeremy,,Price,,2225 Stillwater Court,,Sooke,British Columbia,Canada,V0,836-555-0162,1/18/1962,Bachelors ,Professional,M,M,1,1,0,1,97801,83
26205,,Julio,,Alvarez,,9062 Melrose Place,,Lancaster,England,United Kingdom,LA1 1LN,1 (11) 500 555-0161,12/15/1958,Partial College,Professional,M,M,1,2,4,4,151372,152
13704,,Victoria,J,Davis,,9512 Sun View Court,,Walla Walla,Washington,United States,99362,355-555-0177,9/10/1974,Graduate Degree,Skilled Manual,F,S,1,0,0,0,64523,42
19379,,Crystal,,Guo,,988 Mt. Everest Court,,W. York,England,United Kingdom,BD1 4SJ,1 (11) 500 555-0171,11/23/1974,Partial High School,Manual,F,S,1,2,0,0,19254,43
15229,,Calvin,,Rai,,8544 Dewing Avenue,,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0119,9/1/1962,Partial College,Skilled Manual,M,M,1,1,0,1,87201,79
15349,,Stephanie,L,Gonzalez,,3871 Twinview Place,,Torrance,California,United States,90505,735-555-0155,11/10/1952,Partial College,Professional,F,M,1,2,2,4,75794,71
24264,,Richard,A,Long,,9997 Montgomery Ave.,,Newport Beach,California,United States,92625,823-555-0147,10/28/1977,Partial College,Skilled Manual,M,S,0,2,0,0,97937,72
29177,,Frank,,Martin,,3448 Concord,,Chula Vista,California,United States,91910,730-555-0167,11/6/1929,Graduate Degree,Management,M,M,1,1,0,3,109834,68
20957,,Darren,E,Kapoor,,"3193, rue Lamarck",,Roissy en Brie,Seine et Marne,France,77680,1 (11) 500 555-0147,1/16/1975,Partial College,Clerical,M,S,0,1,0,0,46593,72
11493,,Dawn,T,Wu,,6344 St Paul Way,,London,England,United Kingdom,W1V 5RN,1 (11) 500 555-0139,12/2/1970,Partial College,Clerical,F,S,1,0,2,2,59609,63
14196,,Felicia,R,Dominguez,,6566 Jamie Way,,Watford,England,United Kingdom,WA3,1 (11) 500 555-0183,10/4/1950,Partial College,Management,F,M,0,3,5,5,125745,103
21376,,Paula,W,Ramos,,7412 N. Civic Drive,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0127,3/13/1950,Partial High School,Clerical,F,M,1,2,1,2,13687,45
26880,,Heather,,Xu,,Rykestr 5,,Dresden,Hessen,Germany,1071,1 (11) 500 555-0178,2/27/1976,High School,Manual,F,S,1,1,0,0,26373,43
23645,,Curtis,S,Zheng,,7537 Kaski Lane,,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0189,6/16/1975,Bachelors ,Professional,M,S,1,2,0,0,120831,80
25350,,Alberto,,Alonso,,1369 Rambling Lane,,Burbank,California,United States,91502,875-555-0149,2/24/1957,Partial High School,Clerical,M,M,1,2,1,2,30704,79
29371,,Matthew,,Walker,,Auf der Krone 75,,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0178,12/14/1966,High School,Manual,M,M,1,0,2,2,27772,86
20176,,Antonio,,Alexander,,Parise Straße 155,,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0166,12/6/1980,Partial High School,Manual,M,S,0,2,0,0,11095,54
29351,,Jason,A,Hall,,8618 Rose Street,,Cliffside,British Columbia,Canada,V8Y 1L1,158-555-0156,6/26/1965,Bachelors ,Skilled Manual,M,S,0,2,3,3,70192,107
22780,,Jennifer,,Rogers,,4023 Glen Court,,Long Beach,California,United States,90802,113-555-0147,5/17/1951,Partial College,Professional,F,M,1,2,1,2,81328,61
18366,,Alexandria,,Richardson,,2987 Wiget Lane,,La Jolla,California,United States,92806,530-555-0143,5/25/1978,Partial College,Skilled Manual,F,M,0,2,0,0,76242,53
18447,,Renee,,Ortega,,9410 Ferry St.,,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0173,9/24/1948,Partial High School,Clerical,F,M,1,2,1,2,14443,49
22275,,Ian,R,Bailey,,7107 Kingsford Dr.,,Lincoln Acres,California,United States,91950,141-555-0190,2/19/1965,Bachelors ,Professional,M,S,0,1,0,0,77740,76
16293,,Sean,J,Adams,,7245 Roslyn Road,,Gateshead,England,United Kingdom,GA10,1 (11) 500 555-0127,11/12/1964,Bachelors ,Skilled Manual,M,M,1,0,0,1,55514,76
26581,,Mariah,F,Patterson,,3366 Carson Street,,Bellingham,Washington,United States,98225,523-555-0180,11/22/1973,Partial College,Skilled Manual,F,M,1,2,0,0,75936,52
19131,,Mason,,Blue,,2225 Ashford Court,,Bellingham,Washington,United States,98225,282-555-0154,10/26/1967,Bachelors ,Professional,M,S,0,1,0,0,57617,64
13933,,Isabella,F,Richardson,,7413 Alpine Drive,,Torrance,California,United States,90505,910-555-0166,6/12/1961,Partial College,Skilled Manual,F,M,1,1,0,1,68889,56
15492,,Grace,J,Long,,2135 St. Paul Way,,Kirkland,Washington,United States,98033,702-555-0149,10/19/1968,Bachelors ,Skilled Manual,F,S,1,1,2,2,80932,63
11160,,Maurice,M,Tang,,2886 Chaparral Court,Space # 45,Concord,California,United States,94519,947-555-0172,1/8/1974,Partial College,Skilled Manual,M,S,0,1,0,0,54434,69
11877,,Alexis,,Diaz,,8541 Summerfield Drive,,Newport Beach,California,United States,92625,409-555-0139,10/7/1960,Partial College,Skilled Manual,F,M,1,1,0,1,58929,47
14726,,Zachary,F,Yang,,1867 Blue Ridge Dr,,Marysville,Washington,United States,98270,301-555-0188,7/3/1966,Graduate Degree,Skilled Manual,M,S,0,0,0,0,113815,80
19700,,Gabriel,,Hall,,4173 Rockledge Lane,,Burlingame,California,United States,94010,198-555-0112,7/13/1961,Partial College,Professional,M,M,1,4,3,3,170669,139
11961,,Anne,A,Alvarez,,6318 Merriewood Dr.,,Berkeley,California,United States,94704,297-555-0150,6/24/1973,Partial College,Professional,F,S,1,2,0,0,83738,44
27060,,Lucas,A,Coleman,,9218 Dalis Dr.,,Port Hammond,British Columbia,Canada,V6B 3P7,734-555-0189,3/28/1973,Graduate Degree,Skilled Manual,M,M,1,0,0,0,85744,82
27556,,Amanda,,Cox,,643 Tri-state Ave.,,W. Linn,Oregon,United States,97068,724-555-0144,6/8/1960,Partial College,Skilled Manual,F,M,1,1,0,1,77175,55
27568,,Miguel,,Evans,,5766 Newcastle Road,,Milwaukie,Oregon,United States,97222,726-555-0187,3/11/1959,Graduate Degree,Professional,M,S,0,1,0,2,124226,76
17380,,Nathan,C,Adams,,5398 Shadow Falls Drive,,Berkeley,California,United States,94704,789-555-0194,2/6/1978,Partial College,Skilled Manual,M,S,1,1,0,0,47336,65
18268,,Preston,O,Chapman,,2082 Satin Court,,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0171,1/27/1963,Bachelors ,Professional,M,M,1,2,2,3,104896,117
26250,,Miguel,D,Simmons,,901 Newport Drive,,Woodburn,Oregon,United States,97071,194-555-0118,5/10/1954,High School,Clerical,M,S,0,1,0,1,54643,65
17109,,Sydney,L,Wilson,,"3, place Beaubernard",,Versailles,Yveline,France,78000,1 (11) 500 555-0113,5/20/1971,High School,Manual,F,S,0,1,0,0,28687,44
25361,,Haley,T,Ross,,8068 Villageoaks Dr.,,Port Hammond,British Columbia,Canada,V6B 3P7,242-555-0176,6/21/1958,High School,Skilled Manual,F,S,0,2,0,2,40356,46
17277,,Nichole,A,Goel,,2511 Via Appia,,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0184,11/16/1969,Graduate Degree,Management,F,M,1,0,0,1,119901,56
16278,,Angel,L,Turner,,Essener Straße 8209,,Hof,Bayern,Germany,95010,1 (11) 500 555-0138,6/23/1964,Partial College,Manual,M,M,0,0,2,2,62719,103
14232,,Omar,C,Huang,,6214 Terranova Drive,,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0198,3/18/1971,High School,Management,M,M,1,3,5,5,129460,163
16528,,Dominique,,Garcia,,2020 Bell Dr.,,Melton,Victoria,Australia,3337,1 (11) 500 555-0163,8/25/1978,Bachelors ,Clerical,F,S,1,0,0,0,33226,40
16802,,Lucas,,Allen,,4422 Mariposa,,Lynnwood,Washington,United States,98036,158-555-0171,7/12/1949,Partial College,Professional,M,S,1,2,1,2,102634,85
24567,,Alison,W,Deng,,"425, rue Léo Delibes",,Paris,Seine (Paris),France,75010,1 (11) 500 555-0199,5/8/1951,High School,Professional,F,M,1,3,1,4,103693,68
29297,,Nina,,Pal,,3902 Clay Rd.,,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0111,10/22/1960,Partial College,Skilled Manual,F,S,0,1,0,1,71122,47
26274,,Jennifer,L,Wood,,5339 Cashew Street,,Tacoma,Washington,United States,98403,113-555-0113,4/24/1957,High School,Skilled Manual,F,M,0,2,0,2,30070,46
28865,,Alex,I,Reed,,4817 Clyde St.,,Concord,California,United States,94519,164-555-0151,1/5/1974,Partial College,Skilled Manual,M,M,1,1,0,0,64246,70
22901,,Katherine,Z,Stewart,,7561 Humphrey Drive,,Newton,British Columbia,Canada,V2M1P1,231-555-0156,10/26/1958,Bachelors ,Professional,F,S,0,1,0,1,82866,51
27980,,Crystal,,Hu,,6022 La Salle Ct.,,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0126,5/5/1971,Bachelors ,Professional,F,M,0,4,0,0,97426,50
16836,,David,,Thomas,,6219 Marcia Drive,,Cliffside,British Columbia,Canada,V8Y 1L1,278-555-0197,11/22/1965,Partial College,Professional,M,M,1,3,4,4,121279,144
18634,,Veronica,J,Arun,,"870, avenue de Malakoff",,Chatou,Yveline,France,78400,1 (11) 500 555-0168,12/14/1971,High School,Manual,F,S,0,1,0,0,43515,50
11081,,Savannah,C,Baker,,1210 Trafalgar Circle,,Concord,California,United States,94519,478-555-0117,7/24/1966,Bachelors ,Management,F,M,1,3,2,2,148109,76
13374,,Marco,M,Martinez,,3917 Fern Leaf Lane,,Burlingame,California,United States,94010,143-555-0120,5/20/1948,Partial College,Professional,M,M,0,2,1,2,83960,91
13418,,Devin,C,Cox,,2557 Meadowbrook Dr.,,Vancouver,British Columbia,Canada,V7L 4J4,279-555-0143,6/3/1965,Partial College,Professional,M,M,1,3,4,4,127139,145
14877,,Steven,C,Brooks,,3585 Holly Oak Dr.,,Shawnee,British Columbia,Canada,V8Z 4N5,178-555-0184,7/14/1966,Graduate Degree,Skilled Manual,M,S,0,0,0,0,120172,79
17698,,Xavier,C,Butler,,8177 Grasswood Ct.,,Spring Valley,California,United States,91977,149-555-0168,11/20/1971,Graduate Degree,Skilled Manual,M,M,1,0,0,1,98007,76
26358,,Mason,C,Gonzalez,,Hüttenstr 7005,Kreditorenbuchhaltung,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0178,8/10/1926,High School,Manual,M,S,0,1,0,2,24797,45
28257,,Zachary,E,Martin,,2556 San Remo Ct,,Yakima,Washington,United States,98901,404-555-0162,4/18/1962,Partial College,Professional,M,S,1,4,2,2,122648,98
25377,,Lauren,L,Anderson,,2673 Peterson Place,,Daly City,California,United States,94015,920-555-0137,2/13/1971,Graduate Degree,Skilled Manual,F,M,1,0,0,1,107823,59
29344,,Gilbert,,Ye,,2775 Delta View Ln.,#9,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0115,11/10/1942,Bachelors ,Management,M,S,1,2,0,2,73763,65
21581,,Rachel,C,Russell,,9178 Thornhill Place,,Westminster,British Columbia,Canada,V3L 1H4,823-555-0111,7/14/1963,Partial College,Professional,F,M,1,2,3,4,100091,86
18248,,Pedro,A,Moreno,,9636 Gatter Court,,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0183,8/21/1969,Graduate Degree,Management,M,M,1,0,0,1,192484,87
17851,,Warren,A,Tang,,Marienplatz 50,,Hof,Bayern,Germany,95010,1 (11) 500 555-0118,3/16/1973,Partial High School,Manual,M,S,1,2,0,0,15560,56
26117,,Samuel,,Wright,,7797 Richard Place,,Chula Vista,California,United States,91910,894-555-0144,10/8/1952,Partial College,Professional,M,M,1,2,0,3,49961,74
23847,,Chad,J,Sharma,,7086 C Wharton Way,,Beaverton,Oregon,United States,97005,782-555-0118,3/1/1969,Bachelors ,Skilled Manual,M,S,0,0,2,2,93222,100
23232,,Frank,,Serrano,,6745 Salem St,,London,England,United Kingdom,SW8 4BG,1 (11) 500 555-0155,2/16/1971,High School,Manual,M,S,0,1,0,0,40242,66
11844,,Michele,J,Alvarez,,9249 Martin St,,Chula Vista,California,United States,91910,103-555-0162,4/8/1964,Bachelors ,Skilled Manual,F,S,1,3,4,4,55542,76
20247,,Kristina,L,Lopez,,8477 Riverwood Circle,,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0164,7/26/1966,Bachelors ,Professional,F,S,0,1,0,0,99380,52
11752,,Lauren,,Bryant,,7551 Santa Lucia,,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0156,5/7/1970,Graduate Degree,Management,F,M,1,1,4,4,123399,96
18148,,Jaclyn,,Huang,,"8201, rue Malar",,Colombes,Hauts de Seine,France,92700,1 (11) 500 555-0153,11/13/1945,Partial High School,Skilled Manual,F,M,1,3,1,3,80293,59
